image_link,group_id,entity_name,entity_value
https://m.media-amazon.com/images/I/61wzlucTREL.jpg,252585,item_volume,NA
https://m.media-amazon.com/images/I/61eOO5IW4NL.jpg,369753,item_volume,NA
https://m.media-amazon.com/images/I/71PDbPb275L.jpg,459516,item_volume,NA
https://m.media-amazon.com/images/I/61lE-I9cVuL.jpg,916768,item_volume,NA
https://m.media-amazon.com/images/I/81+ZDpWM6aL.jpg,281678,item_volume,NA
https://m.media-amazon.com/images/I/6186qz73QDL.jpg,369753,item_volume,NA
https://m.media-amazon.com/images/I/51YdPlXffPL.jpg,459516,item_volume,NA
https://m.media-amazon.com/images/I/61Fxk72idwL.jpg,459516,item_volume,NA
https://m.media-amazon.com/images/I/91+No1yJ4tL.jpg,281678,item_volume,NA
https://m.media-amazon.com/images/I/71mCI1CckQL.jpg,459516,item_volume,NA
https://m.media-amazon.com/images/I/81QaHqJlk4L.jpg,557758,item_volume,NA
https://m.media-amazon.com/images/I/71mTAlTYPkL.jpg,557758,item_volume,NA
https://m.media-amazon.com/images/I/81yD42C2EYL.jpg,459516,item_volume,NA
https://m.media-amazon.com/images/I/61CaXvWQZeL.jpg,557758,item_volume,NA
https://m.media-amazon.com/images/I/71IF9r2K7FL.jpg,369753,item_volume,NA
https://m.media-amazon.com/images/I/51LNDLJQ7nL.jpg,916768,item_volume,NA
https://m.media-amazon.com/images/I/71mH+pHNFYL.jpg,916768,item_volume,NA
https://m.media-amazon.com/images/I/71Uo8DHEVKL.jpg,252585,item_volume,NA
https://m.media-amazon.com/images/I/71CEIuXGmfL.jpg,252585,item_volume,NA
https://m.media-amazon.com/images/I/81X1oLvQJJL.jpg,252585,item_volume,NA
https://m.media-amazon.com/images/I/71c6ORLOmOL.jpg,252585,item_volume,NA
https://m.media-amazon.com/images/I/41khC7fGWaL.jpg,459516,item_volume,NA
https://m.media-amazon.com/images/I/61ypIyLILqL.jpg,281678,item_volume,NA
https://m.media-amazon.com/images/I/71PeIXAbaJL.jpg,281678,item_volume,NA
https://m.media-amazon.com/images/I/515f0P8IhCL.jpg,459516,item_volume,NA
https://m.media-amazon.com/images/I/81m-5YpwVkL.jpg,459516,item_volume,NA
https://m.media-amazon.com/images/I/81OAPA2-1aL.jpg,281678,item_volume,NA
https://m.media-amazon.com/images/I/71iU8x4l0YL.jpg,369753,item_volume,NA
https://m.media-amazon.com/images/I/71BoCa6ZP2L.jpg,459516,item_volume,NA
https://m.media-amazon.com/images/I/41-PZ5vOdSL.jpg,916768,item_volume,NA
https://m.media-amazon.com/images/I/71ihcUgPfVL.jpg,916768,item_volume,NA
